event_id,event_type,department,environment,request_date,completed_date,completion_hours,sla_target_hours,met_sla
PRV-5230,Provisioning,Engineering,Microsoft Entra ID,2026-06-02,2026-06-02 00:30:00.000000,0.5,8,True
PRV-5231,Provisioning,Operations,Microsoft Entra ID,2025-07-07,2025-07-07 00:30:00.000000,0.5,8,True
PRV-5232,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-08-30,2025-08-30 02:28:14.859415,2.47,4,True
PRV-5233,Provisioning,Marketing,Microsoft Entra ID,2025-09-18,2025-09-18 00:30:00.000000,0.5,8,True
PRV-5234,Deprovisioning,Legal,Microsoft Entra ID,2025-12-23,2025-12-23 04:59:10.636611,4.99,4,False
PRV-5235,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-04-01,2026-04-01 00:24:46.411887,0.41,4,True
PRV-5236,Provisioning,HR,Microsoft Entra ID,2025-08-19,2025-08-19 03:56:01.773191,3.93,8,True
PRV-5237,Provisioning,HR,Microsoft Entra ID,2026-02-20,2026-02-20 00:58:39.149985,0.98,8,True
PRV-5238,Provisioning,Sales,Microsoft Entra ID,2025-08-26,2025-08-26 03:38:11.157196,3.64,8,True
PRV-5239,Provisioning,Operations,Hybrid (AD + Entra ID),2026-03-14,2026-03-14 06:58:29.860612,6.97,8,True
PRV-5240,Deprovisioning,HR,Active Directory,2025-09-05,2025-09-05 00:36:07.115259,0.6,4,True
PRV-5241,Deprovisioning,HR,Microsoft Entra ID,2026-05-21,2026-05-21 00:37:29.362388,0.62,4,True
PRV-5242,Provisioning,HR,Microsoft Entra ID,2026-03-17,2026-03-17 02:59:45.220458,3.0,8,True
PRV-5243,Deprovisioning,Finance,Microsoft Entra ID,2025-12-31,2025-12-31 03:38:31.149051,3.64,4,True
PRV-5244,Provisioning,Engineering,Microsoft Entra ID,2025-08-28,2025-08-28 00:30:00.000000,0.5,8,True
PRV-5245,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-09-27,2025-09-27 00:59:01.867067,0.98,4,True
PRV-5246,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2026-02-26,2026-02-26 00:25:56.324781,0.43,4,True
PRV-5247,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-06-06,2026-06-06 04:17:20.187356,4.29,4,False
PRV-5248,Provisioning,Sales,Microsoft Entra ID,2026-01-29,2026-01-29 08:55:30.728319,8.93,8,False
PRV-5249,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-07-29,2025-07-29 20:27:00.649055,20.45,4,False
PRV-5250,Deprovisioning,Marketing,Microsoft Entra ID,2025-11-24,2025-11-24 16:47:44.438438,16.8,4,False
PRV-5251,Deprovisioning,Finance,Microsoft Entra ID,2025-11-19,2025-11-19 06:57:05.318008,6.95,4,False
PRV-5252,Deprovisioning,Legal,Microsoft Entra ID,2025-08-24,2025-08-24 05:22:09.825788,5.37,4,False
PRV-5253,Deprovisioning,Legal,Microsoft Entra ID,2026-01-14,2026-01-14 01:06:23.554147,1.11,4,True
PRV-5254,Provisioning,Sales,Microsoft Entra ID,2026-01-21,2026-01-21 07:41:34.529650,7.69,8,True
PRV-5255,Provisioning,Sales,Hybrid (AD + Entra ID),2026-01-03,2026-01-03 01:40:48.292355,1.68,8,True
PRV-5256,Provisioning,Finance,Hybrid (AD + Entra ID),2025-10-17,2025-10-17 02:04:03.676700,2.07,8,True
PRV-5257,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-10-28,2025-10-28 02:44:36.450481,2.74,4,True
PRV-5258,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-01-05,2026-01-05 00:33:35.732071,0.56,4,True
PRV-5259,Provisioning,Finance,Active Directory,2026-03-20,2026-03-20 02:48:05.952839,2.8,8,True
PRV-5260,Deprovisioning,Finance,Microsoft Entra ID,2025-11-09,2025-11-09 05:22:02.544741,5.37,4,False
PRV-5261,Deprovisioning,HR,Microsoft Entra ID,2025-10-30,2025-10-30 08:46:38.726745,8.78,4,False
PRV-5262,Deprovisioning,HR,Active Directory,2025-12-08,2025-12-08 07:59:49.443784,8.0,4,False
PRV-5263,Provisioning,Legal,Microsoft Entra ID,2026-03-05,2026-03-05 00:30:00.000000,0.5,8,True
PRV-5264,Provisioning,Sales,Hybrid (AD + Entra ID),2025-08-11,2025-08-11 01:05:36.950525,1.09,8,True
PRV-5265,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-02-03,2026-02-03 02:49:09.604521,2.82,8,True
PRV-5266,Deprovisioning,Finance,Hybrid (AD + Entra ID),2026-02-11,2026-02-11 02:38:28.123455,2.64,4,True
PRV-5267,Provisioning,Finance,Active Directory,2025-11-04,2025-11-04 01:56:20.678211,1.94,8,True
PRV-5268,Provisioning,HR,Hybrid (AD + Entra ID),2025-09-23,2025-09-23 06:13:27.690254,6.22,8,True
PRV-5269,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-04-07,2026-04-07 00:38:20.791854,0.64,4,True
PRV-5270,Provisioning,Marketing,Microsoft Entra ID,2026-02-18,2026-02-18 00:43:48.247995,0.73,8,True
PRV-5271,Provisioning,Engineering,Active Directory,2026-01-12,2026-01-12 07:04:46.038307,7.08,8,True
PRV-5272,Deprovisioning,Finance,Hybrid (AD + Entra ID),2026-02-13,2026-02-13 05:48:18.984362,5.81,4,False
PRV-5273,Provisioning,Sales,Hybrid (AD + Entra ID),2025-12-20,2025-12-20 01:03:40.703973,1.06,8,True
PRV-5274,Provisioning,Finance,Microsoft Entra ID,2025-08-06,2025-08-06 00:30:00.000000,0.5,8,True
PRV-5275,Provisioning,Finance,Hybrid (AD + Entra ID),2025-07-11,2025-07-11 10:05:47.279342,10.1,8,False
PRV-5276,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-07-19,2025-07-19 12:05:46.422393,12.1,8,False
PRV-5277,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-05-16,2026-05-16 00:44:18.860750,0.74,8,True
PRV-5278,Provisioning,Engineering,Microsoft Entra ID,2025-08-28,2025-08-28 04:53:23.494665,4.89,8,True
PRV-5279,Provisioning,Finance,Microsoft Entra ID,2026-04-09,2026-04-09 03:03:32.549237,3.06,8,True
PRV-5280,Provisioning,Finance,Microsoft Entra ID,2025-11-02,2025-11-02 02:57:05.133642,2.95,8,True
PRV-5281,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-07-05,2025-07-05 03:52:19.203024,3.87,4,True
PRV-5282,Deprovisioning,Finance,Hybrid (AD + Entra ID),2025-11-13,2025-11-13 00:12:00.000000,0.2,4,True
PRV-5283,Provisioning,Legal,Hybrid (AD + Entra ID),2026-06-03,2026-06-03 06:10:37.051748,6.18,8,True
PRV-5284,Provisioning,Legal,Microsoft Entra ID,2026-02-16,2026-02-16 00:49:57.161465,0.83,8,True
PRV-5285,Provisioning,Finance,Hybrid (AD + Entra ID),2026-02-20,2026-02-20 01:24:10.441934,1.4,8,True
PRV-5286,Provisioning,HR,Hybrid (AD + Entra ID),2026-05-04,2026-05-04 04:04:13.644562,4.07,8,True
PRV-5287,Deprovisioning,Operations,Active Directory,2026-06-10,2026-06-10 00:37:48.991222,0.63,4,True
PRV-5288,Deprovisioning,Sales,Microsoft Entra ID,2025-08-02,2025-08-02 02:09:40.144450,2.16,4,True
PRV-5289,Provisioning,Legal,Microsoft Entra ID,2026-01-26,2026-01-26 09:15:27.809485,9.26,8,False
PRV-5290,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-08-25,2025-08-25 01:34:32.216102,1.58,8,True
PRV-5291,Deprovisioning,Operations,Active Directory,2025-10-02,2025-10-02 00:19:52.365362,0.33,4,True
PRV-5292,Provisioning,Sales,Microsoft Entra ID,2026-05-29,2026-05-29 01:37:04.812135,1.62,8,True
PRV-5293,Provisioning,Legal,Active Directory,2025-09-24,2025-09-24 04:40:25.297363,4.67,8,True
PRV-5294,Provisioning,Sales,Active Directory,2026-03-15,2026-03-15 06:02:18.484579,6.04,8,True
PRV-5295,Provisioning,Finance,Hybrid (AD + Entra ID),2026-05-29,2026-05-29 06:40:59.952027,6.68,8,True
PRV-5296,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-10-03,2025-10-03 01:56:40.110254,1.94,4,True
PRV-5297,Deprovisioning,Marketing,Microsoft Entra ID,2025-09-07,2025-09-07 01:03:56.867184,1.07,4,True
PRV-5298,Provisioning,Sales,Hybrid (AD + Entra ID),2026-01-24,2026-01-24 05:11:08.761356,5.19,8,True
PRV-5299,Provisioning,Legal,Hybrid (AD + Entra ID),2025-09-15,2025-09-15 00:46:03.365588,0.77,8,True
PRV-5300,Provisioning,Finance,Hybrid (AD + Entra ID),2025-12-01,2025-12-01 10:53:19.631963,10.89,8,False
PRV-5301,Provisioning,HR,Hybrid (AD + Entra ID),2025-11-08,2025-11-08 00:45:25.651974,0.76,8,True
PRV-5302,Provisioning,Sales,Hybrid (AD + Entra ID),2026-06-14,2026-06-14 02:45:59.531628,2.77,8,True
PRV-5303,Provisioning,Sales,Hybrid (AD + Entra ID),2026-04-22,2026-04-22 07:16:36.196213,7.28,8,True
PRV-5304,Provisioning,Legal,Active Directory,2026-03-16,2026-03-16 03:35:44.226520,3.6,8,True
PRV-5305,Provisioning,HR,Microsoft Entra ID,2026-06-30,2026-06-30 04:40:43.414425,4.68,8,True
PRV-5306,Deprovisioning,Engineering,Microsoft Entra ID,2025-07-05,2025-07-05 04:10:06.171155,4.17,4,False
PRV-5307,Deprovisioning,HR,Microsoft Entra ID,2026-06-04,2026-06-04 02:25:24.702369,2.42,4,True
PRV-5308,Provisioning,Marketing,Microsoft Entra ID,2025-07-09,2025-07-09 00:30:00.000000,0.5,8,True
PRV-5309,Provisioning,Operations,Active Directory,2026-05-26,2026-05-26 00:30:00.000000,0.5,8,True
PRV-5310,Deprovisioning,Engineering,Microsoft Entra ID,2026-06-30,2026-06-30 03:03:47.091625,3.06,4,True
PRV-5311,Deprovisioning,Operations,Hybrid (AD + Entra ID),2026-04-22,2026-04-22 00:20:54.152467,0.35,4,True
PRV-5312,Provisioning,Legal,Microsoft Entra ID,2025-12-30,2025-12-30 02:12:38.048003,2.21,8,True
PRV-5313,Deprovisioning,Finance,Hybrid (AD + Entra ID),2025-09-24,2025-09-24 00:27:23.038427,0.46,4,True
PRV-5314,Provisioning,Sales,Active Directory,2026-05-22,2026-05-22 03:19:09.236775,3.32,8,True
PRV-5315,Deprovisioning,HR,Active Directory,2026-03-27,2026-03-27 00:31:55.409114,0.53,4,True
PRV-5316,Deprovisioning,Sales,Microsoft Entra ID,2025-10-28,2025-10-28 13:44:15.045582,13.74,4,False
PRV-5317,Provisioning,Finance,Active Directory,2026-01-05,2026-01-05 01:26:30.537467,1.44,8,True
PRV-5318,Provisioning,HR,Microsoft Entra ID,2025-12-11,2025-12-11 00:32:55.414438,0.55,8,True
PRV-5319,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-12-21,2025-12-21 00:54:41.675981,0.91,4,True
PRV-5320,Deprovisioning,Operations,Microsoft Entra ID,2025-09-18,2025-09-18 02:51:16.403936,2.85,4,True
PRV-5321,Deprovisioning,Sales,Microsoft Entra ID,2025-08-26,2025-08-26 12:09:00.804422,12.15,4,False
PRV-5322,Provisioning,Marketing,Microsoft Entra ID,2026-03-26,2026-03-26 05:04:40.538272,5.08,8,True
PRV-5323,Deprovisioning,Sales,Active Directory,2026-04-11,2026-04-11 01:10:35.875348,1.18,4,True
PRV-5324,Deprovisioning,Engineering,Microsoft Entra ID,2025-10-09,2025-10-09 04:52:41.867095,4.88,4,False
PRV-5325,Deprovisioning,Finance,Hybrid (AD + Entra ID),2026-01-14,2026-01-14 00:12:00.000000,0.2,4,True
PRV-5326,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-07,2025-07-07 02:41:14.049105,2.69,8,True
PRV-5327,Provisioning,Engineering,Microsoft Entra ID,2025-07-21,2025-07-21 03:29:00.944772,3.48,8,True
PRV-5328,Deprovisioning,HR,Active Directory,2026-02-19,2026-02-19 03:10:08.166629,3.17,4,True
PRV-5329,Provisioning,Marketing,Microsoft Entra ID,2026-05-09,2026-05-09 01:03:50.767534,1.06,8,True
PRV-5330,Deprovisioning,HR,Microsoft Entra ID,2026-02-19,2026-02-19 01:08:09.451274,1.14,4,True
PRV-5331,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-06-13,2026-06-13 05:47:02.953192,5.78,4,False
PRV-5332,Provisioning,HR,Microsoft Entra ID,2026-02-16,2026-02-16 00:30:00.000000,0.5,8,True
PRV-5333,Provisioning,HR,Hybrid (AD + Entra ID),2025-07-31,2025-07-31 02:54:08.043225,2.9,8,True
PRV-5334,Deprovisioning,Sales,Microsoft Entra ID,2026-02-20,2026-02-20 02:30:34.954453,2.51,4,True
PRV-5335,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-06-27,2026-06-27 03:15:15.572448,3.25,8,True
PRV-5336,Deprovisioning,HR,Active Directory,2026-05-13,2026-05-13 01:43:21.652451,1.72,4,True
PRV-5337,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-10-22,2025-10-22 06:43:11.204359,6.72,8,True
PRV-5338,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-07-01,2025-07-01 00:55:48.348624,0.93,8,True
PRV-5339,Provisioning,Engineering,Microsoft Entra ID,2026-01-22,2026-01-22 02:07:05.980563,2.12,8,True
PRV-5340,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-10-19,2025-10-19 07:23:32.017257,7.39,8,True
PRV-5341,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-04-27,2026-04-27 00:30:00.000000,0.5,8,True
PRV-5342,Provisioning,Engineering,Active Directory,2025-08-29,2025-08-29 01:24:09.012920,1.4,8,True
PRV-5343,Deprovisioning,Finance,Hybrid (AD + Entra ID),2025-12-30,2025-12-30 00:47:21.673056,0.79,4,True
PRV-5344,Provisioning,Operations,Microsoft Entra ID,2026-02-08,2026-02-08 00:52:59.659740,0.88,8,True
PRV-5345,Provisioning,Sales,Microsoft Entra ID,2026-02-05,2026-02-05 14:28:09.012145,14.47,8,False
PRV-5346,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-11-12,2025-11-12 02:44:47.962014,2.75,4,True
PRV-5347,Provisioning,Operations,Hybrid (AD + Entra ID),2026-01-10,2026-01-10 08:11:59.954011,8.2,8,False
PRV-5348,Provisioning,Marketing,Active Directory,2025-07-04,2025-07-04 01:58:05.616261,1.97,8,True
PRV-5349,Provisioning,Engineering,Active Directory,2025-07-17,2025-07-17 02:52:28.374418,2.87,8,True
PRV-5350,Deprovisioning,Legal,Microsoft Entra ID,2026-01-23,2026-01-23 01:30:10.944032,1.5,4,True
PRV-5351,Deprovisioning,Legal,Active Directory,2026-02-26,2026-02-26 02:06:03.379776,2.1,4,True
PRV-5352,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-08-04,2025-08-04 05:40:00.524516,5.67,4,False
PRV-5353,Provisioning,Sales,Microsoft Entra ID,2025-07-21,2025-07-21 08:38:55.483720,8.65,8,False
PRV-5354,Deprovisioning,Finance,Hybrid (AD + Entra ID),2026-05-29,2026-05-29 01:57:14.297461,1.95,4,True
PRV-5355,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-01-31,2026-01-31 00:30:00.000000,0.5,8,True
PRV-5356,Deprovisioning,Finance,Hybrid (AD + Entra ID),2025-07-15,2025-07-15 00:12:00.000000,0.2,4,True
PRV-5357,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-07-26,2025-07-26 00:23:16.135271,0.39,4,True
PRV-5358,Provisioning,Marketing,Active Directory,2026-05-23,2026-05-23 04:58:48.645166,4.98,8,True
PRV-5359,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-08-05,2025-08-05 03:00:39.515702,3.01,4,True
PRV-5360,Deprovisioning,Legal,Microsoft Entra ID,2025-11-19,2025-11-19 03:54:28.377511,3.91,4,True
PRV-5361,Provisioning,Legal,Microsoft Entra ID,2025-12-08,2025-12-08 00:31:11.748161,0.52,8,True
PRV-5362,Deprovisioning,Legal,Microsoft Entra ID,2026-01-23,2026-01-23 01:56:06.444839,1.94,4,True
PRV-5363,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-02-21,2026-02-21 10:24:12.934372,10.4,4,False
PRV-5364,Deprovisioning,Engineering,Active Directory,2025-12-04,2025-12-04 01:16:21.743985,1.27,4,True
PRV-5365,Deprovisioning,Legal,Hybrid (AD + Entra ID),2025-08-07,2025-08-07 06:43:35.631983,6.73,4,False
PRV-5366,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-05-23,2026-05-23 00:29:19.151893,0.49,4,True
PRV-5367,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-07-24,2025-07-24 00:24:51.362134,0.41,4,True
PRV-5368,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-08-24,2025-08-24 01:17:08.731894,1.29,8,True
PRV-5369,Deprovisioning,Engineering,Microsoft Entra ID,2026-04-19,2026-04-19 12:09:46.459151,12.16,4,False
PRV-5370,Provisioning,Operations,Microsoft Entra ID,2025-10-30,2025-10-30 02:54:17.028501,2.9,8,True
PRV-5371,Provisioning,Legal,Hybrid (AD + Entra ID),2026-04-23,2026-04-23 05:15:45.636107,5.26,8,True
PRV-5372,Deprovisioning,HR,Microsoft Entra ID,2025-09-29,2025-09-29 01:46:42.065726,1.78,4,True
PRV-5373,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-06-14,2026-06-14 02:24:54.506181,2.42,8,True
PRV-5374,Provisioning,Sales,Microsoft Entra ID,2025-11-26,2025-11-26 01:16:51.189466,1.28,8,True
PRV-5375,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-06-01,2026-06-01 00:54:05.375750,0.9,4,True
PRV-5376,Provisioning,Engineering,Active Directory,2025-12-05,2025-12-05 01:26:48.221888,1.45,8,True
PRV-5377,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-03-06,2026-03-06 01:33:20.852573,1.56,4,True
PRV-5378,Provisioning,Sales,Hybrid (AD + Entra ID),2025-09-26,2025-09-26 04:29:00.678677,4.48,8,True
PRV-5379,Provisioning,HR,Hybrid (AD + Entra ID),2025-11-18,2025-11-18 02:02:07.633368,2.04,8,True
PRV-5380,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-07-31,2025-07-31 00:57:08.543874,0.95,4,True
PRV-5381,Provisioning,Sales,Microsoft Entra ID,2025-11-08,2025-11-08 01:38:26.417656,1.64,8,True
PRV-5382,Provisioning,Operations,Hybrid (AD + Entra ID),2025-12-09,2025-12-09 06:59:59.280675,7.0,8,True
PRV-5383,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-06-29,2026-06-29 03:05:00.326857,3.08,4,True
PRV-5384,Deprovisioning,Sales,Microsoft Entra ID,2025-07-21,2025-07-21 00:18:45.524136,0.31,4,True
PRV-5385,Deprovisioning,Finance,Microsoft Entra ID,2025-07-12,2025-07-12 00:12:00.000000,0.2,4,True
PRV-5386,Provisioning,Finance,Active Directory,2026-03-28,2026-03-28 00:30:00.000000,0.5,8,True
PRV-5387,Deprovisioning,HR,Active Directory,2025-08-04,2025-08-04 01:54:49.513608,1.91,4,True
PRV-5388,Provisioning,Legal,Hybrid (AD + Entra ID),2025-07-25,2025-07-25 04:53:42.370707,4.9,8,True
PRV-5389,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-07-01,2025-07-01 01:19:52.303786,1.33,4,True
PRV-5390,Provisioning,HR,Microsoft Entra ID,2026-04-21,2026-04-21 03:59:46.473936,4.0,8,True
PRV-5391,Provisioning,Finance,Active Directory,2025-07-21,2025-07-21 13:29:05.937916,13.48,8,False
PRV-5392,Provisioning,Sales,Active Directory,2025-07-16,2025-07-16 02:23:05.920464,2.38,8,True
PRV-5393,Provisioning,Legal,Hybrid (AD + Entra ID),2026-04-08,2026-04-08 00:30:00.000000,0.5,8,True
PRV-5394,Provisioning,Sales,Microsoft Entra ID,2026-06-19,2026-06-19 05:14:36.617740,5.24,8,True
PRV-5395,Provisioning,HR,Active Directory,2026-01-31,2026-01-31 01:47:39.541970,1.79,8,True
PRV-5396,Provisioning,Finance,Microsoft Entra ID,2026-04-18,2026-04-18 04:19:25.699363,4.32,8,True
PRV-5397,Deprovisioning,Marketing,Microsoft Entra ID,2026-06-01,2026-06-01 06:28:07.833644,6.47,4,False
PRV-5398,Provisioning,Engineering,Microsoft Entra ID,2026-02-06,2026-02-06 14:55:54.777211,14.93,8,False
PRV-5399,Deprovisioning,Marketing,Active Directory,2025-09-12,2025-09-12 00:38:09.821169,0.64,4,True
PRV-5400,Provisioning,Finance,Active Directory,2026-03-07,2026-03-07 05:45:31.180804,5.76,8,True
PRV-5401,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-10-23,2025-10-23 01:40:31.445282,1.68,4,True
PRV-5402,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2025-07-14,2025-07-14 00:24:07.593300,0.4,4,True
PRV-5403,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-04-04,2026-04-04 01:12:21.551652,1.21,4,True
PRV-5404,Provisioning,Sales,Hybrid (AD + Entra ID),2026-05-06,2026-05-06 03:01:07.236753,3.02,8,True
PRV-5405,Deprovisioning,Finance,Microsoft Entra ID,2025-08-08,2025-08-08 03:11:31.633783,3.19,4,True
PRV-5406,Provisioning,Operations,Active Directory,2025-10-31,2025-10-31 10:50:56.973742,10.85,8,False
PRV-5407,Provisioning,Operations,Microsoft Entra ID,2026-01-20,2026-01-20 03:45:06.518148,3.75,8,True
PRV-5408,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-06-07,2026-06-07 00:12:00.000000,0.2,4,True
PRV-5409,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-11-15,2025-11-15 06:14:50.093532,6.25,4,False
PRV-5410,Deprovisioning,Operations,Active Directory,2025-11-11,2025-11-11 02:24:11.309984,2.4,4,True
PRV-5411,Provisioning,Finance,Active Directory,2026-01-03,2026-01-03 01:32:53.362644,1.55,8,True
PRV-5412,Deprovisioning,Engineering,Active Directory,2025-11-09,2025-11-09 00:19:35.720868,0.33,4,True
PRV-5413,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-09-08,2025-09-08 01:32:38.300127,1.54,4,True
PRV-5414,Provisioning,Finance,Microsoft Entra ID,2025-10-03,2025-10-03 05:07:12.738684,5.12,8,True
PRV-5415,Provisioning,Marketing,Microsoft Entra ID,2025-12-30,2025-12-30 06:33:12.622871,6.55,8,True
PRV-5416,Provisioning,Sales,Microsoft Entra ID,2025-09-06,2025-09-06 04:12:33.128761,4.21,8,True
PRV-5417,Provisioning,Finance,Hybrid (AD + Entra ID),2025-11-11,2025-11-11 16:09:26.205779,16.16,8,False
PRV-5418,Provisioning,Finance,Active Directory,2026-04-07,2026-04-07 08:06:31.766823,8.11,8,False
PRV-5419,Provisioning,Legal,Active Directory,2026-05-08,2026-05-08 18:50:09.530284,18.84,8,False
PRV-5420,Provisioning,Marketing,Microsoft Entra ID,2025-07-10,2025-07-10 00:30:00.000000,0.5,8,True
PRV-5421,Provisioning,Operations,Microsoft Entra ID,2026-02-03,2026-02-03 01:53:52.635695,1.9,8,True
PRV-5422,Deprovisioning,Engineering,Microsoft Entra ID,2026-03-24,2026-03-24 03:27:07.820311,3.45,4,True
PRV-5423,Deprovisioning,Sales,Microsoft Entra ID,2025-07-13,2025-07-13 01:33:49.990332,1.56,4,True
PRV-5424,Provisioning,Legal,Active Directory,2026-05-15,2026-05-15 02:31:16.887861,2.52,8,True
PRV-5425,Provisioning,Operations,Microsoft Entra ID,2026-05-08,2026-05-08 10:26:40.130339,10.44,8,False
PRV-5426,Provisioning,Engineering,Microsoft Entra ID,2026-01-28,2026-01-28 00:30:00.000000,0.5,8,True
PRV-5427,Provisioning,Operations,Active Directory,2026-04-24,2026-04-24 10:33:54.301648,10.57,8,False
PRV-5428,Provisioning,Sales,Microsoft Entra ID,2025-08-04,2025-08-04 01:40:24.184069,1.67,8,True
PRV-5429,Provisioning,Engineering,Microsoft Entra ID,2026-03-08,2026-03-08 05:43:58.272635,5.73,8,True
PRV-5430,Provisioning,Operations,Microsoft Entra ID,2025-11-26,2025-11-26 02:59:33.376048,2.99,8,True
PRV-5431,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-04-14,2026-04-14 01:10:05.211756,1.17,8,True
PRV-5432,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-03-31,2026-03-31 00:12:00.000000,0.2,4,True
PRV-5433,Provisioning,Operations,Microsoft Entra ID,2026-05-14,2026-05-14 01:37:10.425268,1.62,8,True
PRV-5434,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-04-17,2026-04-17 04:47:43.904808,4.8,4,False
PRV-5435,Deprovisioning,Sales,Active Directory,2026-03-01,2026-03-01 00:51:06.794898,0.85,4,True
PRV-5436,Provisioning,Operations,Active Directory,2025-11-12,2025-11-12 03:48:16.727616,3.8,8,True
PRV-5437,Provisioning,Legal,Hybrid (AD + Entra ID),2025-08-27,2025-08-27 09:16:15.683271,9.27,8,False
PRV-5438,Provisioning,Operations,Hybrid (AD + Entra ID),2025-12-14,2025-12-14 03:42:48.495906,3.71,8,True
PRV-5439,Deprovisioning,Engineering,Active Directory,2025-12-29,2025-12-29 05:04:12.426670,5.07,4,False
PRV-5440,Deprovisioning,Sales,Microsoft Entra ID,2026-05-25,2026-05-25 03:08:34.307465,3.14,4,True
PRV-5441,Provisioning,Sales,Microsoft Entra ID,2025-11-14,2025-11-14 03:45:14.848223,3.75,8,True
PRV-5442,Deprovisioning,Marketing,Microsoft Entra ID,2025-11-21,2025-11-21 03:51:01.665253,3.85,4,True
PRV-5443,Deprovisioning,Sales,Active Directory,2026-01-20,2026-01-20 07:00:30.458180,7.01,4,False
PRV-5444,Provisioning,HR,Active Directory,2025-07-20,2025-07-20 04:43:34.900498,4.73,8,True
PRV-5445,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-03-09,2026-03-09 07:21:59.338001,7.37,8,True
PRV-5446,Deprovisioning,Legal,Microsoft Entra ID,2025-12-25,2025-12-25 05:17:24.163461,5.29,4,False
PRV-5447,Provisioning,HR,Microsoft Entra ID,2026-06-07,2026-06-07 00:58:03.163636,0.97,8,True
PRV-5448,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-02-28,2026-02-28 01:14:10.778560,1.24,4,True
PRV-5449,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-09-20,2025-09-20 03:03:52.525106,3.06,4,True
PRV-5450,Provisioning,Finance,Hybrid (AD + Entra ID),2026-06-08,2026-06-08 01:55:16.625612,1.92,8,True
PRV-5451,Deprovisioning,Finance,Hybrid (AD + Entra ID),2026-06-12,2026-06-12 00:20:02.851746,0.33,4,True
PRV-5452,Provisioning,Operations,Active Directory,2025-10-02,2025-10-02 00:56:51.314873,0.95,8,True
PRV-5453,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-06-21,2026-06-21 07:01:05.892232,7.02,4,False
PRV-5454,Deprovisioning,Sales,Microsoft Entra ID,2026-03-02,2026-03-02 01:41:45.140496,1.7,4,True
PRV-5455,Provisioning,Finance,Microsoft Entra ID,2025-07-17,2025-07-17 02:29:03.097606,2.48,8,True
PRV-5456,Provisioning,Legal,Active Directory,2025-12-20,2025-12-20 00:47:34.143363,0.79,8,True
PRV-5457,Deprovisioning,Legal,Active Directory,2025-08-16,2025-08-16 03:56:29.755037,3.94,4,True
PRV-5458,Provisioning,Finance,Microsoft Entra ID,2026-03-29,2026-03-29 00:30:00.000000,0.5,8,True
PRV-5459,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-11-05,2025-11-05 01:08:41.648917,1.14,4,True
